Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR051673	Single-stranded-DNA-specific exonuclease RecJ	interpro	family		PTHR30255	
IPR051727	DnaJ Homolog Subfamily C Member 3 Co-Chaperones	interpro	family		PTHR44140	
IPR051736	DnaJ homolog subfamily B member 11-like	interpro	family		PTHR44298	
IPR051833	Transcription-coupled DNA damage response regulator-like	interpro	family		PTHR16308	
IPR051910	ComF/GntX DNA utilization and transformation protein	interpro	family		PTHR47505	
IPR051912	Alkylbase DNA Glycosylase/Transcriptional Activator	interpro	family		PTHR43003	
IPR051969	Zinc-finger DNA-binding transcription regulators	interpro	family		PTHR45944	
IPR052003	Homologous Recombination DNA-Binding Protein	interpro	family		PTHR15361	
IPR052026	ExeA/AAA ATPase DNA-binding & secretion	interpro	family		PTHR35894	
IPR052054	Oxidative DNA damage repair enzyme	interpro	family		PTHR10242	
IPR052055	Hepadnavirus polymerase/reverse transcriptase	interpro	family		PTHR33050	
IPR052159	Bacterial competence-related DNA uptake protein	interpro	family		PTHR30619	
IPR052219	DNA Photolyase Class-2	interpro	family		PTHR10211	
IPR052230	DNA polymerase eta	interpro	family		PTHR45873	
IPR052253	CR1/CR2 motif-containing transcription regulator	interpro	family		PTHR13006	
IPR052324	NFATC2-Interacting & DNA Repair	interpro	family		PTHR47187	
IPR052380	Viral DNA packaging terminase large subunit	interpro	family		PTHR39184	
IPR052448	DnaJ Homolog Subfamily C Member 16	interpro	family		PTHR44303	
IPR052466	DNA Methylation Protection Complex	interpro	family		PTHR14709	
IPR052509	Metal-responsive DNA-binding regulator	interpro	family		PTHR33169	
IPR052520	Alkyltransferase-like DNA repair	interpro	family		PTHR42942	
IPR052533	WalJ/YycJ Exodeoxyribonuclease	interpro	family		PTHR47619	
IPR052534	Extracellular DNA Utilization and Secretion System Component	interpro	family		PTHR40278	
IPR052551	UV-induced DNA damage repair photolyase	interpro	family		PTHR38657	
IPR052560	RNA-directed DNA polymerase, mobile element	interpro	family		PTHR36688	
IPR052573	DnaJ homolog subfamily C member 28	interpro	family		PTHR39158	
IPR052606	DnaJ domain-containing protein	interpro	family		PTHR44653	
IPR052695	Kinetoplast-associated DNA-binding	interpro	family		PTHR37564	
IPR052763	DnaJ Homolog Subfamily C Member 4	interpro	family		PTHR44825	
IPR052800	DNA Repair Helicase ZGRF1	interpro	family		PTHR28535	
IPR052812	Plant DnaJ domain-containing protein	interpro	family		PTHR44272	
IPR052814	Peroxisomal Protein Import DnaJ	interpro	family		PTHR45006	
IPR052833	Telomeric DNA-binding and transcriptional regulator	interpro	family		PTHR47807	
IPR052891	DNA-3-methyladenine glycosylase	interpro	family		PTHR30037	
IPR052920	Potential DNA-binding regulatory protein	interpro	family		PTHR43358	
IPR052931	Prophage regulatory DNA-binding activator	interpro	family		PTHR36154	
IPR052933	DNA Protection and Modification	interpro	family		PTHR41313	
IPR052934	Methylated DNA Recognition and Restriction Enzymes	interpro	family		PTHR37291	
IPR053000	DNA-dependent metalloprotease WSS1-like	interpro	family		PTHR46622	
IPR053036	Cell Cycle and DNA Repair Regulator	interpro	family		PTHR47667	
IPR053054	DNA repair-scaffolding protein	interpro	family		PTHR34347	
IPR053134	RNA-directed DNA polymerase homolog	interpro	family		PTHR24559	
IPR053162	DNA Replication Initiation Protein	interpro	family		PTHR37293	
IPR053211	DNA damage-repair/toleration-associated protein	interpro	family		PTHR48060	
IPR053232	Chloroplastic DnaJ C/III subfamily chaperone	interpro	family		PTHR45090	
IPR053276	Mitochondrial DNA mismatch repair MutS	interpro	family		PTHR48448	
IPR053416	ATP-dependent DNA Hel308 helicase	interpro	family		NF040935	
IPR053423	Type-4 uracil-DNA glycosylase	interpro	family		NF040953	
IPR053459	DNA Double-Strand Break Repair Mre11/Rad50 Complex	interpro	family		NF041031	
IPR053460	DNA Double-strand Break Repair Helicase	interpro	family		NF040937	
IPR053461	DNA double-strand break repair nuclease NurA	interpro	family		NF041033	
IPR053470	RNA-guided DNA endonuclease domain-containing protein	interpro	family		NF038280	
IPR053475	DNA Protection During Starvation	interpro	family		NF040955	
IPR053480	DNA double-strand break repair ATPase	interpro	family		NF041035	
IPR053501	Lysogenic regulator DNA-binding	interpro	family		NF041318	
IPR053522	RNA-guided DNA endonuclease TnpB-like	interpro	family		NF038281	
IPR053537	DNA-guanine Transglycosylase	interpro	family		NF041059	
IPR053546	Nre DNA repair-associated	interpro	family		NF041387	
IPR053651	Structure-specific DNA repair endonuclease	interpro	family		NF040956	
IPR053657	Ced system-associated DNA import protein	interpro	family		NF041017	
IPR053659	DNA Double-strand Break Repair Helicase HerA	interpro	family		NF040819	
IPR053693	DnaJ-like chaperone	interpro	family		NF037946	
IPR053748	Host DNA Degradation Endonuclease	interpro	homologous_superfamily		G3DSA:3.40.1440.40	
IPR053843	DnaD, N-terminal domain	interpro	domain		PF21984	
IPR053848	DNA polymerase IV/DNA polymerase iota-like, thumb domain	interpro	domain		PF21999	GO:0003887
IPR054062	Virion DNA-directed RNA polymerase domain 2	interpro	domain		PF21867	
IPR054105	NrtR, DNA-binding winged helix domain	interpro	domain		PF21906	
IPR054180	DNA-binding protein H-NS-like, N-terminal domain	interpro	domain		PF22470	
IPR054300	DNA polymerase alpha subunit B, OB domain	interpro	domain		PF22062	
IPR054307	DNA endonuclease I-HmuI-like, NUMOD-like domain	interpro	domain		PF22083	
IPR054391	DNA repair helicase XPD, arch domain	interpro	domain		PF22139	
IPR054406	Mre11, accessory DNA binding capping domain	interpro	domain		PF22155	
IPR054475	DNA polymerase-epsilon, zinc finger domain	interpro	domain		PF22912	
IPR054505	Myb-like DNA-binding domain	interpro	domain		PF22980	
IPR054506	STICHEL, DnaA_N-like alpha-beta domain	interpro	domain		PF23007	
IPR054534	EST1-like, DNA-binding domain	interpro	domain		PF22695	
IPR054598	Single-stranded-DNA-specific exonuclease RecJ, C-terminal domain, thermales	interpro	domain		PF22047	
IPR054690	DNA polymerase I, 3'-5' exonuclease domain	interpro	domain		PF22619	
IPR054724	DNA (cytosine-5)-methyltransferase, N-terminal	interpro	domain		PF22855	
IPR054741	DNA double-strand break repair protein Mre11, second domain	interpro	domain		PF22411	
IPR054745	DNA double-strand break repair protein Mre11, thermococcales	interpro	family		NF041029	GO:0000729
IPR054750	DNA polymerase II small subunit, N-terminal domain	interpro	domain		PF22317	
IPR054862	DNA protection during starvation protein	interpro	family		NF041388	
IPR054890	ATP-dependent DNA ligase LigA	interpro	family		NF041331	
IPR054936	O6-methylguanine-DNA methyltransferase	interpro	family		NF041132	
IPR054990	DNA double-strand break repair ATPase Rad50	interpro	family		NF041034	
IPR055028	Methylated DNA-protein cysteine MeTransferase OGT, N-terminal domain	interpro	domain		PF22413	
IPR055035	DNA transposase THAP9, C-terminal domain	interpro	domain		PF22824	
IPR055146	Phage DNA Adenine Methylase-like domain 2	interpro	domain		PF22556	
IPR055191	DNA polymerase epsilon ,catalytic subunit A, thumb domain	interpro	domain		PF22634	
IPR055207	DNA-directed RNA polymerase III subunit RPC3, winged-helix domain	interpro	domain		PF22536	
IPR055208	DNA polymerase II, insertion domain	interpro	domain		PF22587	
IPR055221	DNA replication complex GINS protein PSF3, N-terminal domain	interpro	domain		PF22466	
IPR055225	DNAJC11-like, beta-barrel domain	interpro	domain		PF22774	
IPR055244	DNA double-strand break repair protein Mre11, C-terminal Rad50-binding domain, archaea	interpro	domain		PF22226	
